Dispatching_base_num,Pickup_date,Affiliated_base_num,locationID
B02598,05-06-2015 16:32,B02682,144
B02765,03-02-2015 21:32,B02765,144
B02764,03-01-2015 16:29,B02764,239
B02764,14-02-2015 19:57,B02764,107
B02682,30-03-2015 19:00,B02617,48
B02764,19-03-2015 06:10,B02764,256
B02682,21-05-2015 00:17,B02682,237
B02682,02-04-2015 14:02,B02682,148
B02682,11-06-2015 16:52,B02682,161
B02764,19-06-2015 06:34,B00235,158
B02682,13-06-2015 01:35,B02682,41
B02598,22-06-2015 07:10,B02598,87
B02764,19-04-2015 23:27,B02764,141
B02598,06-02-2015 22:07,B02598,114
B02617,16-06-2015 09:58,B02617,230
B02682,14-06-2015 12:05,B02682,232
B02682,31-01-2015 19:36,B02764,48
B02764,27-03-2015 00:40,B02764,113
B02682,25-03-2015 18:23,B02682,211
B02682,24-05-2015 02:26,B02682,249
B02765,22-05-2015 09:55,B02765,65
B02598,17-02-2015 20:19,B02598,246
B02764,13-06-2015 23:00,B02682,90
B02764,16-03-2015 07:37,B02764,262
B02598,29-01-2015 06:13,B02598,261
B02682,07-05-2015 12:36,B02682,92
B02598,21-02-2015 12:37,B02598,189
B02764,17-01-2015 18:01,B02764,198
B02682,23-02-2015 21:58,B02682,144
B02764,22-06-2015 17:20,B02588,148
B02598,07-01-2015 22:01,B02598,186
B02764,07-05-2015 07:40,B02764,144
B02617,21-03-2015 04:20,B02617,240
B02682,11-06-2015 08:36,B02682,144
B02682,08-02-2015 16:50,B02764,88
B02764,02-03-2015 23:11,B02764,235
B02682,09-05-2015 21:55,B02682,230
B02682,27-04-2015 00:51,B02682,148
B02598,31-05-2015 12:58,B02598,100
B02764,14-05-2015 13:41,B02764,262
B02764,11-04-2015 00:25,B02764,189
B02764,18-05-2015 10:40,B02608,80
B02764,08-02-2015 00:32,B02067,249
B02764,21-03-2015 14:39,B02788,79
B02764,04-03-2015 14:05,B02764,68
B02765,27-06-2015 13:36,B02765,144
B02617,09-02-2015 07:58,B02617,239
B02682,04-04-2015 00:26,B02682,231
B02764,24-03-2015 22:36,B02598,113
B02764,02-05-2015 02:05,B02765,61
B02764,10-04-2015 18:39,B02682,161
B02598,03-02-2015 19:58,B02598,234
B02598,21-01-2015 21:14,B02598,231
B02764,18-03-2015 04:09,B02764,186
B02682,28-05-2015 16:03,B02682,100
B02764,16-03-2015 14:18,B02764,141
B02617,29-01-2015 22:46,B02617,132
B02598,17-03-2015 15:10,B02598,132
B02617,08-01-2015 21:36,B02617,87
B02765,09-06-2015 17:03,B02765,36
B02682,11-05-2015 15:30,B02682,33
B02598,12-06-2015 20:58,B02512,162
B02764,06-04-2015 17:17,B02764,107
B02765,26-03-2015 20:34,B02765,106
B02682,02-03-2015 00:04,B02682,97
B02764,04-01-2015 12:53,B02764,41
B02764,12-06-2015 22:43,B02764,132
B02598,10-05-2015 15:42,B02617,249
B02764,03-04-2015 10:10,B02764,80
B02617,23-01-2015 00:14,B00271,163
B02682,18-01-2015 01:36,B02774,25
B02682,09-06-2015 10:59,B02682,26
B02764,19-02-2015 12:08,B02764,161
B02682,10-02-2015 08:33,B02682,138
B02617,16-05-2015 23:44,B02617,138
B02765,25-04-2015 03:07,B02765,158
B02682,10-02-2015 19:52,B02765,145
B02617,04-01-2015 14:20,B02617,123
B02764,25-03-2015 09:48,B02764,17
B02682,07-04-2015 19:26,B02682,246
B02764,20-02-2015 11:58,B00448,149
B02598,04-01-2015 23:31,B02598,138
B02682,10-06-2015 05:29,B02682,179
B02765,26-06-2015 04:42,B02765,196
B02764,28-04-2015 16:47,B02764,237
B02682,27-03-2015 08:50,B02682,113
B02765,13-05-2015 07:57,B00271,239
B02682,13-06-2015 20:58,B02764,188
B02682,30-05-2015 13:37,B02682,233
B02598,07-06-2015 23:48,B02598,144
B02598,04-03-2015 23:50,B02598,161
B02598,09-05-2015 09:45,B02598,143
B02764,31-03-2015 15:25,B02617,164
B02682,05-06-2015 07:54,B02682,13
B02617,21-02-2015 10:36,B02617,211
B02765,03-04-2015 00:33,B02765,174
B02682,24-01-2015 11:59,B02682,229
B02764,23-01-2015 00:56,B02764,163
B02764,21-06-2015 00:16,B02764,238
B02617,04-05-2015 12:50,B02617,188
B02764,29-04-2015 05:39,B02067,261
B02598,01-02-2015 01:26,B02598,68
B02765,27-06-2015 09:18,B02765,129
B02764,13-04-2015 19:40,B02764,211
B02765,16-04-2015 19:42,B02765,163
B02682,31-01-2015 22:02,B02764,90
B02764,05-04-2015 15:31,B02764,170
B02617,29-05-2015 20:16,B02764,50
B02598,19-02-2015 19:48,B02598,87
B02764,13-06-2015 17:16,B00013,114
B02682,22-01-2015 07:52,B02682,239
B02765,05-03-2015 22:17,B02765,162
B02682,24-03-2015 21:34,B02682,48
B02682,04-06-2015 17:26,B02682,249
B02764,15-05-2015 09:33,B02682,229
B02617,18-01-2015 11:44,B02617,37
B02617,26-06-2015 21:31,B02617,163
B02764,15-06-2015 05:54,B02764,263
B02617,07-01-2015 21:24,B02617,52
B02617,06-06-2015 19:23,B02617,263
B02764,08-01-2015 21:46,B02764,37
B02617,08-03-2015 15:44,B02617,237
B02598,11-02-2015 22:11,B02764,230
B02764,31-05-2015 19:24,B02764,234
B02682,27-03-2015 08:24,B02682,112
B02682,23-03-2015 19:48,B02764,164
B02764,27-06-2015 05:28,B02764,261
B02765,17-04-2015 18:21,B02765,261
B02598,07-01-2015 12:00,B02598,143
B02682,10-05-2015 09:54,B02682,197
B02682,23-04-2015 20:44,B02682,163
B02764,30-06-2015 06:23,B02764,79
B02682,20-06-2015 00:55,B02682,148
B02764,08-04-2015 18:16,B02764,113
B02764,18-02-2015 23:51,B02617,125
B02682,02-05-2015 13:55,B02682,13
B02617,09-05-2015 19:52,B02617,73
B02682,18-05-2015 02:25,B02598,158
B02764,09-06-2015 21:28,B02617,142
B02617,24-01-2015 15:05,B02617,144
B02682,19-06-2015 16:47,B02682,262
B02764,26-05-2015 20:19,B02764,80
B02764,22-03-2015 04:24,B02764,61
B02764,22-06-2015 15:02,B02764,186
B02764,24-02-2015 08:08,B02764,151
B02764,29-03-2015 16:53,B02764,100
B02682,27-06-2015 19:28,B02682,79
B02617,06-02-2015 17:49,B02617,230
B02598,04-06-2015 11:34,B02598,68
B02764,30-05-2015 17:42,B02682,87
B02765,19-04-2015 20:05,B02765,230
B02617,12-04-2015 17:26,B02617,233
B02682,05-06-2015 15:33,B02682,246
B02764,21-02-2015 23:04,B02764,215
B02598,19-03-2015 17:53,B00477,113
B02764,09-05-2015 21:13,B02764,186
B02598,14-04-2015 17:29,B02598,113
B02682,02-06-2015 09:50,B02682,189
B02764,09-02-2015 16:43,B02764,236
B02682,01-06-2015 04:50,B02682,223
B02764,04-01-2015 02:38,B02764,234
B02764,19-06-2015 18:30,B02764,75
B02598,01-05-2015 20:55,B02764,143
B02617,17-02-2015 15:43,B02764,42
B02617,26-06-2015 13:57,B02617,138
B02598,21-01-2015 06:42,B02512,256
B02617,16-06-2015 15:34,B02617,238
B02682,09-02-2015 07:06,,146
B02764,20-02-2015 22:19,B02764,33
B02682,19-05-2015 22:19,B02682,246
B02682,23-02-2015 06:53,B02764,14
B02764,26-05-2015 17:18,B00272,164
B02682,25-01-2015 02:18,B02682,170
B02764,15-03-2015 20:22,B01875,166
B02682,07-05-2015 18:31,B02682,162
B02682,11-04-2015 15:16,B02682,137
B02682,01-02-2015 11:03,B02682,164
B02764,25-03-2015 01:27,B02764,181
B02765,19-05-2015 20:38,B01998,197
B02617,10-06-2015 05:24,B02682,246
B02765,29-05-2015 08:18,B02788,228
B02764,26-04-2015 03:08,B02764,228
B02682,21-06-2015 08:18,B02682,79
B02764,30-01-2015 20:55,B02788,114
B02682,27-01-2015 13:18,B02682,141
B02764,19-03-2015 13:43,B02764,145
B02617,23-01-2015 12:43,B02806,145
B02764,18-02-2015 22:55,B01998,26
B02765,14-06-2015 11:13,B02682,79
B02764,15-02-2015 21:30,B02764,114
B02682,18-04-2015 17:09,B02598,148
B02764,24-06-2015 16:05,B02764,239
B02764,21-01-2015 15:31,B00227,237
B02682,31-05-2015 23:59,B02682,112
B02764,07-04-2015 22:17,B02764,87
B02682,14-05-2015 15:50,B02682,137
B02682,02-05-2015 06:23,B00412,134
B02764,17-02-2015 15:42,B00111,262
B02764,19-02-2015 04:19,B02764,163
B02765,23-04-2015 22:34,B02765,164
B02764,10-05-2015 04:52,B02764,236
B02682,25-01-2015 19:02,B02682,138
B02764,09-03-2015 18:53,B02440,230
B02764,29-05-2015 19:56,B02764,170
B02764,28-05-2015 07:28,B02764,263
B02764,09-01-2015 07:44,B02764,171
B02682,07-03-2015 22:50,B02682,80
B02598,15-06-2015 19:15,B02598,163
B02617,17-04-2015 14:17,B02617,211
B02617,03-05-2015 19:03,B02682,112
B02764,02-05-2015 15:46,B02764,263
B02682,22-01-2015 19:11,B02512,68
B02764,18-04-2015 21:27,B02216,144
B02765,14-05-2015 16:27,B02765,135
B02764,26-03-2015 06:10,B00271,90
B02764,29-04-2015 03:27,B02774,26
B02682,02-06-2015 22:18,B02682,161
B02764,26-03-2015 21:19,B02764,161
B02765,05-06-2015 14:30,B02765,82
B02764,14-01-2015 16:38,B02764,100
B02764,04-04-2015 04:16,B00448,144
B02512,29-03-2015 17:30,B02512,161
B02764,24-02-2015 17:47,B02764,158
B02764,26-01-2015 09:05,B02764,100
B02764,18-06-2015 07:54,B02682,114
B02764,03-01-2015 02:26,B00013,68
B02682,23-02-2015 19:12,B02765,170
B02764,17-06-2015 09:44,B01875,249
B02764,01-03-2015 02:01,B02764,79
B02682,27-06-2015 16:09,B02682,170
B02682,02-05-2015 16:32,B02682,125
B02682,12-06-2015 18:32,B02682,48
B02682,14-03-2015 00:46,B02682,148
B02617,18-01-2015 17:52,B02617,22
B02682,26-04-2015 00:44,B02682,142
B02617,06-05-2015 22:37,B02682,158
B02617,28-05-2015 02:14,B02617,256
B02512,28-06-2015 17:58,B02764,237
B02682,09-02-2015 22:54,B02682,107
B02598,09-05-2015 22:21,B02598,50
B02765,25-01-2015 22:53,B02617,132
B02765,04-05-2015 10:00,B02765,249
B02512,31-05-2015 19:37,B02764,162
B02764,13-06-2015 01:14,B02764,225
B02682,31-03-2015 08:06,B02682,239
B02598,17-01-2015 08:24,B02598,132
B02682,13-04-2015 17:47,B02598,144
B02764,06-01-2015 00:53,B02598,181
B02764,01-01-2015 02:41,B00014,113
B02598,15-01-2015 22:40,B02598,234
B02765,11-06-2015 14:55,B02765,45
B02764,29-01-2015 15:41,B02764,13
B02765,15-04-2015 09:16,B00446,107
B02617,09-04-2015 22:19,B02617,148
B02765,05-06-2015 22:40,B02765,164
B02598,11-02-2015 20:28,B02598,158
B02764,30-04-2015 16:47,B02764,48
B02764,23-06-2015 10:56,B02764,87
B02764,30-01-2015 19:27,B02764,25
B02764,13-06-2015 10:04,B02764,225
B02512,18-04-2015 23:18,B02682,239
B02765,06-06-2015 22:53,B02765,148
B02682,10-06-2015 17:13,B02682,90
B02617,01-03-2015 23:47,B02617,249
B02765,06-04-2015 15:35,B02765,48
B02682,20-05-2015 22:05,B02682,114
B02764,07-02-2015 06:26,B02764,255
B02764,03-06-2015 23:16,B02764,61
B02617,24-03-2015 06:20,B02617,142
B02682,02-05-2015 00:06,B02682,114
B02617,31-03-2015 17:42,B02617,186
B02764,03-05-2015 17:28,B02764,79
B02598,04-03-2015 20:55,B02598,237
B02764,25-03-2015 20:58,B02764,161
B02598,25-05-2015 21:39,B02764,186
B02764,22-05-2015 08:22,B02764,107
B02512,01-06-2015 07:38,B02512,161
B02682,04-06-2015 08:44,B02682,161
B02764,25-05-2015 05:12,B00280,161
B02764,31-05-2015 10:36,B02764,149
B02764,29-06-2015 01:27,B02510,170
B02598,09-03-2015 17:06,B02598,158
B02765,19-05-2015 18:31,B00448,246
B02765,26-04-2015 15:49,B02765,34
B02765,24-03-2015 19:26,B02765,148
B02764,17-06-2015 22:05,B02682,161
B02682,23-04-2015 13:38,B02682,164
B02764,17-01-2015 20:58,B02764,107
B02617,08-05-2015 19:00,B02617,40
B02764,09-05-2015 13:14,B02764,90
B02682,23-05-2015 20:15,B02682,144
B02682,20-02-2015 06:28,B02764,161
B02598,27-02-2015 23:17,B02682,158
B02617,10-06-2015 19:08,B02617,161
B02682,09-06-2015 12:15,B02682,224
B02764,25-06-2015 21:13,B02764,230
B02682,01-06-2015 09:40,B02682,48
B02764,10-06-2015 18:59,B02765,242
B02598,04-01-2015 03:33,B02598,148
B02682,10-06-2015 00:21,B02682,143
B02764,04-05-2015 13:34,B02729,141
B02764,04-03-2015 18:10,B02764,231
B02764,22-01-2015 17:23,B02764,163
B02764,01-02-2015 14:56,B02764,261
B02682,14-06-2015 06:31,B02682,186
B02764,19-06-2015 19:19,B02764,79
B02764,04-01-2015 13:30,B02769,132
B02682,06-02-2015 15:19,B00111,87
B02764,09-05-2015 16:47,B02764,164
B02682,17-03-2015 21:33,B02764,80
B02764,20-02-2015 19:08,B02764,97
B02764,19-06-2015 22:48,B02765,48
B02764,20-05-2015 23:11,B02003,158
B02682,24-06-2015 07:01,B02682,239
B02764,14-03-2015 23:40,B00235,161
B02764,21-02-2015 23:55,B02682,142
B02764,30-05-2015 15:16,B02764,181
B02764,29-01-2015 18:50,B02764,161
B02764,05-01-2015 07:55,B02764,170
B02765,10-05-2015 23:21,B02765,232
B02617,28-01-2015 17:31,,100
B02617,17-02-2015 21:24,B02617,234
B02682,08-03-2015 16:53,B02682,230
B02764,09-02-2015 21:32,B02765,13
B02764,20-03-2015 22:09,B01803,87
B02617,02-04-2015 02:30,B00448,231
B02764,05-03-2015 17:02,B02764,188
B02598,04-02-2015 05:59,B02598,246
B02682,01-04-2015 14:48,B02682,234
B02764,28-02-2015 14:19,B02764,13
B02765,04-06-2015 16:22,B02788,62
B02598,02-06-2015 17:18,B02598,234
B02764,31-05-2015 01:19,B02729,230
B02682,26-03-2015 16:36,B02682,231
B02617,11-01-2015 11:56,B02617,162
B02617,10-01-2015 22:33,B02617,170
B02764,05-06-2015 20:14,B02682,50
B02764,14-05-2015 15:37,B02764,100
B02598,16-01-2015 11:37,B02598,164
B02682,20-02-2015 20:04,B02682,249
B02617,02-04-2015 07:19,B02617,107
B02764,28-04-2015 18:22,B02764,181
B02764,08-02-2015 17:43,B02764,132
B02764,13-01-2015 18:43,B02788,90
B02617,04-05-2015 20:23,B02617,116
B02764,02-06-2015 08:12,B02352,149
B02682,19-06-2015 08:47,B02682,170
B02764,24-06-2015 22:35,B02764,37
B02617,19-06-2015 16:00,B02617,80
B02764,14-06-2015 20:15,B02382,230
B02617,31-03-2015 19:23,B02617,50
B02765,27-06-2015 07:34,B02765,170
B02617,07-01-2015 23:27,B02617,79
B02765,15-01-2015 07:17,B02764,231
B02764,23-01-2015 22:12,B02764,255
B02764,18-01-2015 13:48,B02764,7
B02617,29-01-2015 18:46,B02617,144
B02764,23-01-2015 06:54,B02764,89
B02764,02-05-2015 20:23,B02764,224
B02764,09-01-2015 22:57,B02764,188
B02617,23-04-2015 01:37,B02617,231
B02765,22-06-2015 16:11,B02765,68
B02764,14-02-2015 15:12,B02764,39
B02682,28-06-2015 10:07,B02682,265
B02598,22-02-2015 12:02,B02101,125
B02764,07-02-2015 10:04,B02764,243
B02764,14-04-2015 19:05,B02764,161
B02764,14-03-2015 03:52,B00235,148
B02617,21-01-2015 18:29,B02617,68
B02682,03-05-2015 21:38,B02682,52
B02765,08-04-2015 21:46,B02764,236
B02598,06-01-2015 19:47,B02598,79
B02764,03-02-2015 17:22,B02764,151
B02682,11-04-2015 15:11,B02682,158
B02682,30-05-2015 18:37,B02682,97
B02682,12-04-2015 01:56,B02764,68
B02682,19-02-2015 14:25,B02682,170
B02617,13-03-2015 19:36,B02617,162
B02764,20-02-2015 09:28,B02410,229
B02764,10-06-2015 15:39,B02764,113
B02765,19-04-2015 22:47,B02067,148
B02682,10-06-2015 17:04,B02682,263
B02682,25-03-2015 21:50,B02682,68
B02765,19-05-2015 00:48,B02765,113
B02764,08-02-2015 17:51,B02764,239
B02764,01-06-2015 10:19,B02764,138
B02765,14-06-2015 04:49,B00277,228
B02617,13-02-2015 01:10,B02617,144
B02598,09-06-2015 21:52,B02682,249
B02598,20-06-2015 06:26,B02598,133
B02682,29-04-2015 19:48,B02682,229
B02682,23-06-2015 22:56,B02682,90
B02764,28-03-2015 04:13,B02764,68
B02682,15-04-2015 22:12,B02682,68
B02617,02-03-2015 21:21,B02617,163
B02764,26-02-2015 16:59,B02764,230
B02764,08-05-2015 10:26,B02764,224
B02682,05-04-2015 21:01,B02682,170
B02682,09-05-2015 12:40,B02682,142
B02764,04-03-2015 17:34,B02764,189
B02764,12-04-2015 00:35,B02764,161
B02682,21-05-2015 20:40,B02682,164
B02765,23-04-2015 09:12,B02765,249
B02682,24-03-2015 23:33,B02682,79
B02682,19-05-2015 16:43,B02682,234
B02617,18-02-2015 18:16,B02617,161
B02764,13-03-2015 15:47,B02207,24
B02682,09-06-2015 19:35,B02682,161
B02764,06-05-2015 02:06,B02285,91
B02765,23-04-2015 16:34,B02765,141
B02764,26-06-2015 18:36,B00272,107
B02764,11-04-2015 20:40,B02764,79
B02682,25-04-2015 22:14,B02682,113
B02682,30-04-2015 12:43,B02682,140
B02598,30-04-2015 17:16,B02598,100
B02617,13-01-2015 19:57,B02617,232
B02764,12-02-2015 23:30,B02764,36
B02598,12-02-2015 16:45,B02765,230
B02512,14-02-2015 12:23,B02598,113
B02598,09-01-2015 19:43,B02598,87
B02682,13-05-2015 22:24,B02682,170
B02765,09-05-2015 18:19,B02765,48
B02682,08-03-2015 17:38,B02682,141
B02764,30-03-2015 22:30,B01183,246
B02765,13-03-2015 09:01,B02765,48
B02764,15-05-2015 00:12,B01949,48
B02617,14-03-2015 20:22,B02617,106
B02682,18-04-2015 02:43,B02682,256
B02682,05-06-2015 19:45,B02682,75
B02682,19-05-2015 10:11,B02682,68
B02765,20-02-2015 10:44,B02764,236
B02764,16-03-2015 12:31,B02216,234
B02682,08-06-2015 21:02,B02682,246
B02682,27-05-2015 15:53,B02682,42
B02682,08-06-2015 14:55,B02682,257
B02764,29-03-2015 12:32,B02764,255
B02682,19-04-2015 15:53,B02682,41
B02617,11-03-2015 21:22,B02617,22
B02617,24-05-2015 16:55,B02617,24
B02682,02-05-2015 00:17,B02682,25
B02764,23-01-2015 19:08,B02764,90
B02764,16-01-2015 07:58,B02764,50
B02764,18-06-2015 22:46,B00628,100
B02682,30-05-2015 22:37,B02682,230
B02764,11-06-2015 09:29,B02764,80
B02764,25-04-2015 23:59,B02764,68
B02764,14-05-2015 09:28,B02764,262
B02764,04-05-2015 18:11,B02764,189
B02617,04-06-2015 17:58,B02617,161
B02682,25-02-2015 20:48,B02729,90
B02764,04-02-2015 14:42,B02764,143
B02764,12-01-2015 19:30,B02764,48
B02764,15-01-2015 09:02,B01899,170
B02764,09-06-2015 17:22,B02764,239
B02764,24-03-2015 17:57,B00013,231
B02682,10-06-2015 13:03,B02682,262
B02764,19-05-2015 14:27,B02764,243
B02764,08-02-2015 00:54,B02764,114
B02764,11-01-2015 03:44,B02820,114
B02764,27-02-2015 21:42,B02764,61
B02617,23-01-2015 20:11,B02617,40
B02764,26-06-2015 18:30,B02764,166
B02764,24-04-2015 18:14,B02764,238
B02617,20-02-2015 07:19,B02764,143
B02617,04-03-2015 10:31,B02617,161
B02682,08-04-2015 17:41,B02764,140
B02682,20-06-2015 14:05,B02682,194
B02765,27-03-2015 23:30,B02765,237
B02617,17-05-2015 10:12,B02617,79
B02764,04-02-2015 15:55,,79
B02764,25-04-2015 01:10,B02764,113
B02764,14-01-2015 10:55,B02788,125
B02764,13-02-2015 19:26,,142
B02764,15-05-2015 21:25,B02682,211
B02764,21-06-2015 10:07,B02821,163
B02764,14-02-2015 14:48,B02764,48
B02764,04-06-2015 17:08,B02764,130
B02682,29-04-2015 21:20,B02682,13
B02764,09-06-2015 17:56,B02764,126
B02598,01-06-2015 07:19,B02598,158
B02617,26-06-2015 03:01,B02617,132
B02682,24-02-2015 18:39,B02682,246
B02764,21-02-2015 23:48,B02764,211
B02764,24-01-2015 18:16,B02764,244
B02617,11-03-2015 15:28,B02617,88
B02682,20-05-2015 12:17,B02682,144
B02764,23-04-2015 07:13,B02682,42
B02682,02-05-2015 10:00,B02617,112
B02682,28-05-2015 21:55,B02682,49
B02682,15-03-2015 14:25,B02682,170
B02682,02-01-2015 18:54,B02682,48
B02764,22-06-2015 17:46,B01877,162
B02764,11-03-2015 22:16,B02764,88
B02682,08-05-2015 17:52,B02682,100
B02764,22-03-2015 02:55,B02682,239
B02682,08-05-2015 13:46,B02682,260
B02764,06-03-2015 15:40,B00271,138
B02617,06-03-2015 13:40,B02617,237
B02617,18-06-2015 10:06,B02617,152
B02598,11-01-2015 00:20,B02598,36
B02764,31-01-2015 16:01,B02764,112
B02764,02-05-2015 00:55,B02764,107
B02764,07-04-2015 16:36,B02764,163
B02764,18-02-2015 14:48,B02764,262
B02598,20-06-2015 14:45,B02598,186
B02764,13-05-2015 22:49,B02764,164
B02764,14-06-2015 10:22,B02764,243
B02617,26-03-2015 14:06,B02617,220
B02764,13-04-2015 15:03,B02408,211
B02617,07-03-2015 22:34,B02617,262
B02764,07-02-2015 14:09,B02788,80
B02764,25-05-2015 19:14,B02764,97
B02764,04-01-2015 18:23,B00111,164
B02765,05-05-2015 10:36,B02765,17
B02682,09-01-2015 16:45,B02682,163
B02764,18-06-2015 21:00,B02764,246
B02682,28-06-2015 00:47,B02682,113
B02598,07-03-2015 18:38,B02512,143
B02617,22-04-2015 07:04,B02682,49
B02682,19-06-2015 12:54,B02764,231
B02764,16-01-2015 19:28,B02764,114
B02765,05-06-2015 18:24,B00111,132
B02682,11-03-2015 20:05,B02682,90
B02764,30-06-2015 19:44,B00111,234
B02764,07-02-2015 10:11,B02764,231
B02764,07-03-2015 22:56,B02764,237
B02764,05-02-2015 17:35,B02729,162
B02512,05-06-2015 21:39,B02512,162
B02764,21-01-2015 20:26,B02764,90
B02764,19-02-2015 13:49,B02764,48
B02682,04-06-2015 16:19,B02682,234
B02598,28-03-2015 19:23,B02598,144
B02598,30-04-2015 13:10,B02729,186
B02765,07-05-2015 00:25,B02765,17
B02764,13-01-2015 15:00,B02216,234
B02764,25-02-2015 00:40,B02764,79
B02764,03-01-2015 23:49,,231
B02765,25-01-2015 02:09,B02217,148
B02764,18-06-2015 20:37,B02764,114
B02682,01-05-2015 15:52,B02682,142
B02617,11-04-2015 23:09,B02617,148
B02764,19-03-2015 14:18,B02715,163
B02764,16-06-2015 21:22,B02764,234
B02765,10-01-2015 12:03,B02764,71
B02617,16-01-2015 23:31,B02207,229
B02617,05-02-2015 23:55,B02617,263
B02682,26-04-2015 08:03,B02682,181
B02764,20-05-2015 11:51,B02764,170
B02617,22-02-2015 21:29,B02617,132
B02764,16-05-2015 16:42,B02764,189
B02764,10-06-2015 19:37,B02764,144
B02764,20-01-2015 17:02,B02764,246
B02598,08-04-2015 20:26,B02598,13
B02764,14-04-2015 19:51,B02764,140
B02617,01-05-2015 22:54,B02617,106
B02682,22-04-2015 11:01,B02682,257
B02682,17-06-2015 18:23,B02682,262
B02764,16-05-2015 09:51,B02764,125
B02617,08-02-2015 21:25,B02682,255
B02765,04-06-2015 16:30,B02617,231
B02764,28-05-2015 22:54,B02682,158
B02682,25-03-2015 21:50,B02682,79
B02617,16-02-2015 08:45,B02617,143
B02765,15-05-2015 22:51,B00014,113
B02682,13-04-2015 18:53,B02682,144
B02764,28-03-2015 00:28,B01949,114
B02764,25-04-2015 07:31,B02764,169
B02682,22-06-2015 08:24,B02682,239
B02682,17-02-2015 19:33,B02682,230
B02617,29-03-2015 20:02,B02617,181
B02765,03-03-2015 20:43,B02765,148
B02764,14-02-2015 23:22,B02764,48
B02617,20-05-2015 23:46,B00272,138
B02765,29-05-2015 22:53,B00628,249
B02682,07-06-2015 21:00,B02682,70
B02765,31-05-2015 02:54,B02765,158
B02764,03-01-2015 17:31,B02764,138
B02682,12-06-2015 21:35,B02682,142
B02764,02-06-2015 19:22,B02764,186
B02598,05-03-2015 23:50,B02598,48
B02598,08-06-2015 21:03,B02598,162
B02682,02-02-2015 17:41,B02401,246
B02764,27-02-2015 11:25,B02764,113
B02765,26-03-2015 12:24,B02765,48
B02764,31-01-2015 00:23,B02764,148
B02682,03-05-2015 05:37,B02682,236
B02764,20-02-2015 18:51,B02715,48
B02682,08-06-2015 17:27,B02682,231
B02764,01-06-2015 10:19,B02764,65
B02764,18-01-2015 01:15,B02765,141
B02765,27-02-2015 01:25,B02765,186
B02764,03-04-2015 20:27,B02764,233
B02764,23-03-2015 11:51,B02682,249
B02682,18-04-2015 12:33,B02682,79
B02682,13-05-2015 00:07,B02682,158
B02617,20-01-2015 14:04,B02617,249
B02512,03-02-2015 20:06,B02512,141
B02764,16-03-2015 23:09,B02764,76
B02764,13-01-2015 11:08,B02764,20
B02764,22-02-2015 18:04,B02764,132
B02682,27-03-2015 22:05,B02682,107
B02598,14-04-2015 04:27,B02598,239
B02764,01-02-2015 16:41,B02764,141
B02764,18-03-2015 22:00,B02764,186
B02764,03-01-2015 21:41,B02764,138
B02682,06-05-2015 00:18,B02682,230
B02617,16-04-2015 19:05,B02764,238
B02764,23-01-2015 19:15,B02764,138
B02682,13-06-2015 17:27,B02682,233
B02598,06-02-2015 20:27,B02598,36
B02764,11-03-2015 01:49,B01803,164
B02764,26-06-2015 21:05,B02764,166
B02764,24-06-2015 21:43,B02764,229
B02764,22-03-2015 21:24,B02764,161
B02764,05-06-2015 16:52,B02764,263
B02682,16-05-2015 18:31,B02682,97
B02764,21-02-2015 14:06,B02682,142
B02764,27-06-2015 19:33,B02764,143
B02764,22-01-2015 07:43,,263
B02765,06-05-2015 17:36,B02765,158
B02682,08-05-2015 14:19,B02682,223
B02764,10-05-2015 09:39,B02764,48
B02764,21-03-2015 12:49,B02764,145
B02764,15-01-2015 22:48,B02764,144
B02764,13-06-2015 01:44,B02764,68
B02764,27-04-2015 23:12,B02764,13
B02598,26-06-2015 22:38,B02598,132
B02617,20-02-2015 23:09,B02617,41
B02617,04-04-2015 10:39,B02617,49
B02764,28-06-2015 17:55,B02682,230
B02764,13-05-2015 05:32,B02764,141
B02682,06-04-2015 20:09,B02764,143
B02764,05-04-2015 14:57,B02764,148
B02682,13-05-2015 07:09,B00272,230
B02598,30-06-2015 07:13,B02598,238
B02598,18-03-2015 23:10,B02598,163
B02764,27-04-2015 06:45,B02764,230
B02598,26-06-2015 16:53,B02598,88
B02764,02-04-2015 21:49,B02764,140
B02682,10-03-2015 19:36,B02682,231
B02682,17-04-2015 19:30,B02598,50
B02764,10-02-2015 17:23,B02764,170
B02764,11-02-2015 02:19,B02764,234
B02764,18-01-2015 16:00,B02764,193
B02764,23-05-2015 22:32,B02764,107
B02765,16-05-2015 18:18,B02764,48
B02682,10-04-2015 23:14,B02682,108
B02598,24-04-2015 16:25,B02729,142
B02682,19-06-2015 18:26,B02682,158
B02617,21-05-2015 11:44,B02617,237
B02682,02-06-2015 22:31,B02682,234
B02764,26-02-2015 20:13,B01183,170
B02682,22-03-2015 00:57,B02617,249
B02764,05-02-2015 09:11,B02617,37
B02764,12-02-2015 06:43,,229
B02598,02-04-2015 21:08,B02598,231
B02682,02-04-2015 05:18,B02682,236
B02764,09-03-2015 15:54,B02764,132
B02598,03-04-2015 14:29,B02598,138
B02617,10-02-2015 20:38,B02617,158
B02617,20-06-2015 17:43,B02617,107
B02764,27-05-2015 13:25,B02764,249
B02764,01-05-2015 22:42,B02764,100
B02764,26-02-2015 09:48,B02764,231
B02617,16-02-2015 07:47,B02617,80
B02617,28-03-2015 08:22,B02764,262
